PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
144212815,NCGC00256759-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212819,NCGC00256853-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212820,NCGC00256872-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212821,NCGC00256892-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212822,NCGC00256913-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212823,NCGC00256625-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212824,NCGC00256664-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212825,NCGC00256703-01,1,0,,,,inactive,inactive,,0,inactive,,0,Waterstone
144212826,NCGC00256720-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212828,NCGC00256760-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212829,NCGC00256778-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212830,NCGC00256797-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212832,NCGC00256854-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212833,NCGC00256873-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212834,NCGC00256893-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212835,NCGC00256914-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212836,NCGC00256626-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212837,NCGC00256665-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212838,NCGC00256684-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212839,NCGC00256704-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212840,NCGC00256721-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212841,NCGC00256741-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212842,NCGC00256761-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212843,NCGC00256779-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros
144212844,NCGC00256798-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212845,NCGC00256817-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212846,NCGC00256836-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212848,NCGC00256874-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212849,NCGC00256894-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212850,NCGC00256627-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212851,NCGC00256645-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212852,NCGC00256666-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212853,NCGC00256685-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212855,NCGC00256722-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212856,NCGC00256742-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212857,NCGC00256762-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,SIGMA
144212858,NCGC00256780-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212859,NCGC00256799-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212860,NCGC00256818-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212862,NCGC00256875-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212863,NCGC00256895-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212864,NCGC00256915-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent
144212865,NCGC00256628-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212866,NCGC00256646-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212867,NCGC00256667-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212868,NCGC00256686-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212869,NCGC00256723-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212870,NCGC00256743-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212871,NCGC00256763-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212873,NCGC00256800-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212874,NCGC00256819-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212876,NCGC00256857-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212878,NCGC00256896-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212879,NCGC00256916-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212882,NCGC00256668-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212883,NCGC00256687-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212884,NCGC00256706-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212885,NCGC00256724-01,1,0,,,,inactive,inactive,,0,inactive,,0,MP Biomedicals
144212886,NCGC00256744-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212887,NCGC00256764-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212888,NCGC00256782-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212889,NCGC00256820-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212890,NCGC00256838-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212891,NCGC00256858-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212892,NCGC00256877-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212895,NCGC00256630-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212896,NCGC00256648-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212897,NCGC00256669-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,TransWorld
144212898,NCGC00256688-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212899,NCGC00256707-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212900,NCGC00256725-01,1,0,,,,inactive,inactive,,0,inactive,,0,Waterstone
144212901,NCGC00256745-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212902,NCGC00256765-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212904,NCGC00256801-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212905,NCGC00256839-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212906,NCGC00256859-01,1,0,,,,inactive,inactive,,0,inconclusive antagonist,54.48267331,-57.66975855,SIGMA
144212907,NCGC00256878-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212908,NCGC00256898-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212909,NCGC00256918-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212911,NCGC00256649-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent
144212913,NCGC00256689-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212915,NCGC00256726-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212916,NCGC00256766-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212917,NCGC00256784-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212918,NCGC00256802-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212919,NCGC00256821-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212920,NCGC00256840-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212921,NCGC00256860-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212922,NCGC00256879-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212924,NCGC00256919-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212926,NCGC00256650-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212927,NCGC00256690-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212928,NCGC00256709-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212929,NCGC00256727-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212930,NCGC00256746-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212932,NCGC00256785-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212935,NCGC00256841-01,1,0,,,,inactive,inactive,,0,inactive,,0,Cayman
144212936,NCGC00256861-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144212938,NCGC00256920-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212941,NCGC00256671-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212942,NCGC00256691-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212943,NCGC00256710-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212944,NCGC00256747-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212945,NCGC00256768-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212946,NCGC00256786-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212947,NCGC00256804-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212948,NCGC00256823-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212949,NCGC00256842-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212951,NCGC00256880-01,1,0,,,,inactive,inactive,,0,inactive,,0,Chemgenx
144212952,NCGC00256901-01,1,0,,,,inactive,inactive,,0,inactive,,0,MP Biomedicals
144212953,NCGC00256921-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212955,NCGC00256672-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212956,NCGC00256692-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212957,NCGC00256711-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212959,NCGC00256748-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212960,NCGC00256787-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212961,NCGC00256805-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212962,NCGC00256824-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212964,NCGC00256863-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212965,NCGC00256881-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212966,NCGC00256902-01,1,0,,,,inactive,inactive,,0,inactive,,0,MP Biomedicals
144212967,NCGC00256922-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144212969,NCGC00256673-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212970,NCGC00256693-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212971,NCGC00256729-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212972,NCGC00256749-01,1,0,,,,inactive,inactive,,0,inactive,,0,EQ Laboratories
144212973,NCGC00256769-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212974,NCGC00256788-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212975,NCGC00256806-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212976,NCGC00256825-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212977,NCGC00256864-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212978,NCGC00256882-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212979,NCGC00256903-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212980,NCGC00256635-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212981,NCGC00256653-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212982,NCGC00256694-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212985,NCGC00256750-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212986,NCGC00256770-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212987,NCGC00256789-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212988,NCGC00256826-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144212990,NCGC00256865-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212991,NCGC00256883-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212992,NCGC00256904-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212993,NCGC00256923-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212994,NCGC00256636-01,1,0,,,,inactive,inactive,,0,inactive,,0,Waterstone
144212995,NCGC00256654-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144212996,NCGC00256674-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212997,NCGC00256713-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144212998,NCGC00256731-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144212999,NCGC00256751-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213003,NCGC00256845-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213004,NCGC00256884-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213005,NCGC00256905-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213007,NCGC00256655-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213009,NCGC00256695-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213010,NCGC00256714-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213011,NCGC00256732-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213012,NCGC00256772-01,1,0,,,,inactive,inactive,,0,inactive,,0,Frinton Laboratories
144213014,NCGC00256808-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213015,NCGC00256827-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213016,NCGC00256846-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144213018,NCGC00256906-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213019,NCGC00256924-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213020,NCGC00256638-01,1,0,,,,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
144213021,NCGC00256656-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213022,NCGC00256676-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213023,NCGC00256696-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213024,NCGC00256733-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144213025,NCGC00256752-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213026,NCGC00256792-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213028,NCGC00256828-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213029,NCGC00256866-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213031,NCGC00256907-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213032,NCGC00256925-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213033,NCGC00256639-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213034,NCGC00256657-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144213035,NCGC00256677-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213037,NCGC00256734-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213038,NCGC00256753-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213039,NCGC00256773-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213040,NCGC00256810-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213041,NCGC00256829-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144213042,NCGC00256847-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213043,NCGC00256867-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213045,NCGC00256926-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213046,NCGC00256314-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213047,NCGC00256355-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213048,NCGC00256391-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213049,NCGC00256411-01,1,0,,,,inactive,inactive,,0,active antagonist,35.72112063,-38.28740596,SIGMA
144213052,NCGC00256467-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213053,NCGC00256488-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213054,NCGC00256509-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213056,NCGC00256545-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213057,NCGC00256562-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213059,NCGC00256598-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213060,NCGC00256315-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213062,NCGC00256356-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213064,NCGC00256430-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sigma DiscoveryCPR
144213065,NCGC00256448-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213066,NCGC00256468-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213067,NCGC00256489-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213068,NCGC00256510-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213070,NCGC00256546-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent
144213071,NCGC00256581-01,1,0,,,,inactive,inactive,,0,active agonist,27.30602032,63.47711197,SIGMA
144213072,NCGC00256599-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213073,NCGC00256316-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213074,NCGC00256335-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213075,NCGC00256357-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213076,NCGC00256373-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213077,NCGC00256393-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213079,NCGC00256431-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213080,NCGC00256449-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213081,NCGC00256469-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213084,NCGC00256530-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213085,NCGC00256563-01,1,0,,,,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
144213086,NCGC00256600-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213088,NCGC00256336-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213089,NCGC00256358-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213090,NCGC00256374-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213092,NCGC00256413-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213093,NCGC00256432-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213094,NCGC00256450-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213095,NCGC00256470-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213096,NCGC00256491-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213098,NCGC00256547-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213099,NCGC00256564-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213101,NCGC00256601-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213102,NCGC00256318-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213103,NCGC00256337-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213104,NCGC00256375-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213106,NCGC00256414-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213107,NCGC00256433-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213109,NCGC00256471-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213111,NCGC00256513-01,1,0,,,,inactive,inactive,,0,inconclusive antagonist,68.58962193,-31.46013949,Enamine
144213112,NCGC00256548-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213114,NCGC00256602-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213116,NCGC00256338-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213117,NCGC00256359-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213118,NCGC00256376-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213120,NCGC00256434-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213122,NCGC00256472-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213123,NCGC00256493-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213124,NCGC00256514-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213125,NCGC00256531-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213130,NCGC00256377-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sigma DiscoveryCPR
144213131,NCGC00256397-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213133,NCGC00256435-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213134,NCGC00256473-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213136,NCGC00256515-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213137,NCGC00256532-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213138,NCGC00256566-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213140,NCGC00256603-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213141,NCGC00256321-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213143,NCGC00256360-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213144,NCGC00256378-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213145,NCGC00256398-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213146,NCGC00256416-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213147,NCGC00256436-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213149,NCGC00256474-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213151,NCGC00256516-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213152,NCGC00256549-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213153,NCGC00256567-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213154,NCGC00256604-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213157,NCGC00256361-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213158,NCGC00256379-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213159,NCGC00256417-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213160,NCGC00256437-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213161,NCGC00256454-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213162,NCGC00256475-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213164,NCGC00256533-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213165,NCGC00256550-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213166,NCGC00256568-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213167,NCGC00256586-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213168,NCGC00256605-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213170,NCGC00256342-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144213171,NCGC00256362-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213172,NCGC00256380-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213173,NCGC00256399-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213175,NCGC00256455-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213176,NCGC00256476-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213177,NCGC00256497-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213178,NCGC00256517-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213179,NCGC00256534-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213180,NCGC00256551-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213182,NCGC00256606-01,1,0,,,,inactive,inactive,,0,inconclusive antagonist,,,SIGMA
144213183,NCGC00256324-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213184,NCGC00256343-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213185,NCGC00256363-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213186,NCGC00256400-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213187,NCGC00256438-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
144213188,NCGC00256456-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213189,NCGC00256477-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213190,NCGC00256498-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213191,NCGC00256518-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213193,NCGC00256552-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213194,NCGC00256570-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213196,NCGC00256607-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals
144213199,NCGC00256364-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213200,NCGC00256401-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent
144213204,NCGC00256478-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144213205,NCGC00256499-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine
