SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
21721		0.048	-0.336	-0.553	-0.693	-0.223
21722	FLJ23323	0.232	-0.431	-0.442	-0.591	-0.702
21723	SR-BP1	0.006	-0.146	-0.418	-0.639	-0.528
21724	B3GNT3	0.392	-0.128	-0.436	0.24	0.721
21725	FLJ33516	0.233	-0.02	-0.622	-0.012	-0.223
21726	XLKD1	-0.345	0.078	-0.264	-0.077	-0.327
21727	VPS33A	0.218	-0.336	-0.231	-0.239	-0.076
21728	EPS8R1	0.47	0.014	0.246	0.459	0.389
21729	MGEA6	-0.246	0.179	-0.747	-0.305	0.1
21730	UBE1	0.206	0.154	-0.303	-0.37	-0.344
21731	FLJ12697	0.253	-0.086	-0.206	-0.231	-0.195
21732		0.426	0.195	-0.299	-0.154	-0.038
21733		-0.424	-0.347	-1.461	-0.669	-0.859
21734	MLH3	0.486	-0.122	-0.39	-0.44	-0.114
21735		0.222	-0.163	-0.37	-0.32	-0.232
21736	PCDHB5	0.615	-0.021	-0.694	0.166	0.778
21737		0.264	0.057	0.245	0.151	0.412
21738	FLJ38482	0.337	-0.192	-0.489	-0.727	-0.44
21739	IGSF4	0.69	0.124	0.353	-0.241	-0.485
21740		0.437	0.244	0.13	-0.275	0.713
21741		-0.157	-0.433	-0.365	0.451	-0.329
21742		0.234	-0.346	-0.396	-0.319	0.182
21743		-0.143	-0.685	-0.867	-0.199	-0.344
21744		-0.623	-0.219	-0.569	-0.789	-0.21
21745		1.99	1.358	0.193	1.152	0.655
21746		1.814	0.333	0.257	1.573	2.087
21747		1.439	0.899	2.277	3.29	1.599
21748		1.315	1.368	1.415	1.188	0.721
21749		0.5	1.263	1.213	-0.65	
21750		5.103	0.832	0.957	0.18	1.858
21751		2.252		1.238	1.78	1.856
21752		2.113	1.798	-0.692	1.158	0.943
21753		0.293	3.392	0.222	-3.209	
21754		1.631	0.678	0.726	-3.025	1.322
21755		1.4	1.042	1.356	0.7	2.044
21756		-1.218	1.342	3.446	1.828	3.524
21757		2.658	0.256	0.755	1.305	0.159
21758		1.965	2.547	-0.263	1.119	-0.042
21759		1.168	0.767	0.684	1.047	
21760		1.064	0.466	-0.553	0.708	
21761		1.481	1.267	1.893	-0.256	1.43
21762		1.774	1.485	-0.704	0.901	2.408
21763		0.079	-0.206	-0.782	-1.601	1.605
21764		-1	-0.354	-1	-3.067	
21765		1.752	1.304	-0.792	1.25	1.85
21766		2.629	2.453	0.115	-0.309	0
21767		3.898	0.826	-3.703	1.216	1.432
21768		2.26	2.256	0.451	0.175	2.637
21769		0.065	-0.244	-0.327	-0.462	-0.726
21770		-0.293	-0.835	-0.785	-0.619	-0.401
21771	FAU	0.119	-0.408	-0.623	-0.185	-0.625
21772		-0.242	-0.543	-0.246	-0.292	-0.52
21773		0.668	-0.167	0.15	0.623	-0.388
21774		-0.205	-0.705	-0.189	0.343	-0.184
21775	DNAH5	0.034	-0.303	-0.272	0.102	-0.442
21776		-0.106	-0.443	-0.387	0.465	-0.498
21777		-0.092	-0.051	-0.255	0.324	-0.262
21778		0.15	0.016	-0.28	0.361	0.119
21779	SLC12A1	-0.037	-0.209	-0.385	0.688	0.01
21780	DDX15	0.062	-0.346	-0.354	0.208	0.193
21781	WNT11	-0.083	0.115	-0.45	0.063	-0.186
21782	SLC17A3	0.283	-0.097	-0.321	0.227	-0.736
21783		0.23	-0.136	-0.233	-0.241	-0.397
21784	AIT	0.616	-0.093	-0.563	0.243	-0.036
21785		2.098	0.455	0.178	0.266	0.432
21786	FLJ38482	0.237	0.242	-0.049	0.296	0.948
21787		1.066	0.061	-0.208	0.107	0.541
21788		-0.278	0.079	-0.365	-0.018	-0.067
21789		0.062	-0.434	-0.477	-0.291	-0.38
21790		0.394	-0.333	-0.464	-0.207	-0.119
21791		-0.005	-0.046	-0.204	-0.554	0.202
21792	RPS9	0.163	-0.323	-0.554	-0.146	-0.366
21793	ATRX	0.228	-0.423	-0.522	-0.162	-0.226
21794		-0.178	-0.308	-0.39	-0.129	-0.031
21795		0.211	-0.486	-0.212	-0.436	-0.697
21796		0.287	-0.225	-0.081	-0.167	0.383
21797		0.345	-0.284	-0.487	-0.236	-0.317
21798	ASCL1	0.37	-0.262	-0.331	-0.162	-0.188
21799	DEFB1	0.164	-0.294	-0.356	-0.386	-0.911
21800		0.105	-0.212	-0.219	0.128	0.236
21801	FLJ20208	0.141	-0.209	-0.203	0.554	0.043
21802		0.132	-0.034	0.045	0.148	0.247
21803		-0.159	-0.171	-0.246	0.279	-0.306
21804		-0.126	-0.263	-0.245	0.176	-0.252
21805	SLC22A12	0.153	-0.456	-0.299	-0.237	0.08
21806	CLN8	0.452	-0.136	-0.151	0.107	0.288
21807	DAO	0.32	-0.386	-0.149	0.054	-0.046
21808		0.217	0.083	-0.428	0.28	-0.206
21809		0.039	0.2	-0.025	0.468	-0.329
21810		0.034	0.104	-0.446	0.278	-0.173
21811		0.174	-0.105	0.213	0.249	0.382
21812		0.307	0.043	0.126	0.386	0.019
21813		0.03	-0.23	-0.955	-0.213	-0.64
21814		-0.142	-0.193	-0.973	-0.201	-0.424
21815		-0.081	-0.555	-0.619	0.179	-0.697
21816		-0.148	0.026	-0.668	-0.136	-0.315
21817		0.079	-0.213	-0.228	-0.098	-0.079
21818		0.556	-0.171	-0.613	0.026	0.036
21819	ASCL1	0.533	-0.032	-0.308	0.169	0.392
21820		0.222	-0.458	-0.52	-0.107	-0.117
21821		0.469	0.191	0.031	0.304	0.5
21822		-0.079	-0.411	-0.308	0.553	-0.05
21823		0.251	-0.058	-0.476	0.18	0.146
21824		0.315	-0.565	-0.18	0.247	-0.081
21825		0.728	-0.062	-0.249	0.257	-0.174
21826		0.376	-0.145	-0.189	0.27	-0.66
21827		-0.033	-0.486	-0.182	0.546	-0.166
21828	ZG16	0.402	0.209	-0.377	0.502	0.022
21829	STXBP1	0.55	0.19	-0.103	0.881	1.209
21830		0.057	-0.296	-0.418	-0.114	-0.069
21831		0.069	-0.018	-0.096	0.113	-0.483
21832		-0.636	0.424	-1.119	1.233	-0.032
21833		0.245	0.164	-0.161	-0.016	-0.101
21834		2.464	0.142	1.334	2.061	2.665
21835		0.127	-0.568	-0.23	0.568	-1.418
21836	DNAJA2	0.731	-0.007	0.209	0.127	0.074
21837	TGM4	-0.044	-0.21	-0.017	0.043	-0.136
21838	LOC51596	0.237	-0.514	-0.498	-0.367	-0.481
21839		0.549	0.167	0.173	-0.224	0.004
21840		0.991	-0.22	0.737	-0.459	0.199
21841		0.403	-0.091	-0.515	0.305	-0.207
21842		0.26	-0.397	-0.363	-0.085	-0.107
21843	RNP24	1.307	0.693	0.747	0.97	0.928
21844		0.286	-0.436	-0.082	0.003	-0.221
21845		0.262	-0.324	-0.374	-0.299	-0.055
21846		0.12	-0.645	-0.685	-0.027	-0.295
21847		0.02	-0.593	-0.748	-0.466	0.086
21848		-0.306	-0.555	-0.708	0.23	-0.213
21849		0.396	-0.418	-0.168	-0.038	-0.044
21850		-0.009	-0.174	-0.298	0.23	-0.33
21851		-0.405	-0.377	-0.705	0.428	0.166
21852		-0.157	-0.319	-0.078	0.304	0.062
21853		-0.278	-0.688	-0.738	-0.534	-0.536
21854		0.159	-0.511	-0.31	-0.21	-0.485
21855		-0.12	-0.269	-0.622	0.006	-0.397
21856		0.203	-0.312	-0.129	0.068	0.271
21857		-0.146	0.046	-0.229	-0.079	-0.08
21858		0.452	0.063	-0.033	2.485	0.326
21859		0.202	0.105	-0.287	0.292	0.153
21860		0.198	-0.282	-0.406	0.203	-0.145
21861		0.012	-0.148	-0.427	-0.749	-0.137
21862		0.216	0.359	-0.204	-0.32	-0.299
21863		-0.272	-0.272	-0.316	0.085	-0.047
21864		0.394	0.075	0.481	0.306	0.524
21865	PPP4R1	1.02	0.806	0.12	0.525	1.381
21866	CG1I	0.281	-0.405	-0.568	-0.01	-0.26
21867		0.248	-0.103	-0.096	-0.2	-0.1
21868	SOX17	0.242	-0.163	-0.316	0.297	-0.194
21869		-0.024	-0.775	-0.373	-0.113	-0.839
21870		0.313	0.049	2.309	2.795	2.247
21871		0.055	-0.666	-0.416	-0.081	-0.112
21872		0.089	-0.066	-0.074	0.178	0.312
21873		0.11	-0.193	-0.216	0.402	0.307
21874	FLJ13993	-0.163	-0.632	-0.56	-0.201	-0.299
21875		0.043	-0.506	-0.318	-0.114	-0.161
21876	KIAA1272	0.192	-0.469	-0.806	-0.06	-0.384
21877		0.199	-0.909	-1.128	-0.449	0.225
21878	ERN2	-0.034	-0.194	-0.499	-0.396	-0.5
21879		0.132	0.146	-0.122	-0.234	0.677
21880		0.191	0.211	-0.256	-0.386	-0.164
21881		0.305	-0.264	-0.061	-0.288	-0.481
21882	CDH17	1.001	-0.47	-0.331	-0.379	-0.371
21883		-0.126	-0.382	-0.249	0.175	-0.347
21884		0.482	-0.235	-0.344	0.022	0.137
21885		-0.007	-0.502	-0.671	0.434	-0.288
21886	NUP160	0.276	0.068	-0.322	0.289	-0.206
21887		-0.079	0.049	-0.588	0.828	-0.716
21888		0.108	-0.05	-0.215	0.746	0.732
21889	MGC2599	0.366	-0.218	-0.406	0	-0.151
21890	RPLP1	0.238	-0.282	-0.413	0.026	-0.366
21891		-0.243	0.075	-0.448	0.107	-0.52
21892		0.194	0.098	-0.703	-0.177	-0.309
21893	CDH24	0.403	-0.083	-0.927	-0.293	0.107
21894	SNX17	-0.123	0.28	-0.255	0.459	-0.345
21895		0.119	-0.097	-0.639	-0.752	-0.381
21896	FBXO29	0.189	-0.495	-0.462	-0.183	-0.056
21897		0.124	-0.259	-0.519	0.015	-0.397
21898		0.291	-0.078	-0.329	-0.139	-0.013
21899		-0.05	-0.224	-0.654	0.653	-0.446
21900	TUFM	0.52	-1.218	-1.466	-1.396	0.122
21901		0.562	-0.148	0.076	1.189	0.604
21902		2.35	0.545	0.672	0.758	1.872
21903		1.094	0.063	1.162	0.731	0.148
21904		1.501	0.506	0.386	0.904	0.181
21905		0.273	0.239	0.446	0.633	0.358
21906		1.09	0.434	0.29	0.828	1.336
21907		4.2	0.824	0.345	1	1.376
21908		-0.174	-2.76	-1.784	-0.127	-0.742
21909		1.562	-1.193	-1.807	-1.64	-0.615
21910		1.798	-0.267	0.615	0.017	0.537
21911		1.952	0.122	0.851	0.134	0.493
21912		3.914	0.794	0.911	4.298	1.291
21913						
21914		-1.862				1.71
21915				0.348	-0.759	
21916		-2.215		-0.175		
21917		1.07	3.322	1.75		
21918				1		2
21919			0.7		1	-1.716
21920		-2.322			-3.322	1.392
21921		1	0.29	0		-0.547
21922			2.115			-1.807
21923			-1.322	0.585		0.067
21924			3.129			
21925	NRIP1	0.414	0.237	0.333	0.526	0.336
21926	KLRC1	-0.223	-0.132	-0.426	-0.566	-0.544
21927	NDUFS1	0.333	-0.166	-0.182	-0.222	-0.244
21928	APEH	0.379	-0.26	-0.301	-0.238	-0.506
21929	NAGA	0.476	0.282	0.008	0.409	0.552
21930	MYL5	0.233	-0.322	-0.796	-0.336	0.055
21931	LIPC	-0.212	-0.355	-0.636	-0.338	-0.367
21932	LGALS7	0.073	-0.542	-0.588	0.267	0.614
21933		0.515	0.476	0.155	0.403	1.201
21934	LAMA4	0.404	0.75	1.82	1.602	1.745
21935	FCGR3A	0.141	0.001	-0.239	0.134	0.15
21936	LSS	0.041	-0.517	-0.665	-0.285	-0.204
21937	RPS6KA3	0.497	0.186	0.478	0.585	0.589
21938	ITPK1	0.417	0.105	-0.512	0.164	0.02
21939	IDI1	0.874	0.275	0.777	0.53	0.776
21940	HNRPH1	0.352	-0.199	0.041	0.104	-0.265
21941	H2BFQ	0.27	-0.186	-0.21	0.069	0.699
21942	CBX3	0.419	-0.062	-0.019	0.069	-0.442
21943	B1	0.477	0.034	0.096	0.124	0.248
21944	EIF4A1	1.037	0.688	0.828	0.596	0.547
21945	PIK3R3	0.631	0.076	0.24	0.391	0.419
21946	KIAA1128	0.315	-0.021	-0.135	-0.014	-0.103
21947		1.066	0.277	0.165	0.141	0.174
21948	MRPS21	0.299	-0.319	-0.294	-0.147	-0.259
21949	SFRS2IP	0.459	0.161	0.098	0.013	-0.125
21950	CSPG4	0.226	-0.039	-0.223	-0.013	-0.157
21951	IRF3	0.34	-0.211	-0.612	0.043	0.032
21952	USP7	0.566	0.297	0.353	0.265	0.265
21953	UBD	0.336	0.027	0.103	0.144	0.453
21954	CCNG1	0.488	0.046	-0.098	-0.063	-0.407
21955	ARHH	-0.209	-0.092	-0.439	-0.242	-0.41
21956	DDX24	0.749	0.399	0.521	0.278	0.387
21957	PURA	0.469	0.026	-0.597	-0.016	0.043
21958	IER3	0.162	0.34	1.852	1.009	1.238
21959	HSOBRGRP	0.273	0.099	-0.092	0.007	0.203
21960	MTCP1	-0.099	-0.376	-0.702	-0.393	-0.666
21961	TITF1	0.081	-0.222	-0.289	-0.091	-0.331
21962	TCEB3	0.266	0.735	-0.22	-1.268	-1.442
21963	TIMP2	0.158	0.018	-0.507	0.172	0.645
21964	G22P1	0.408	-0.012	-0.006	0.087	-0.228
21965	THBS4	-0.087	-0.104	-0.234	-0.287	-0.044
21966	MPST	0.146	-0.285	-0.239	-0.006	-0.086
21967	SIAT1	0.232	0.141	0.472	0.78	0.109
21968	SOX2	0.231	-0.03	-0.127	0.092	-0.242
21969	SON	0.112	-0.141	-0.227	0.085	-0.379
21970	SMARCA1	0.018	-0.279	-0.576	-0.104	-0.482
21971	SET	0.403	-0.005	0.086	-0.118	-0.545
21972	PCTK1	0.553	0.408	0.251	0.659	0.658
21973	PSMB7	0.251	-0.072	-0.033	0.078	-0.177
21974	MSLN	0.474	-0.068	-0.66	0.266	0.319
21975		0.086	-0.18	-0.251	-0.115	-0.139
21976	DPYSL2	0.061	-0.028	-0.385	-0.305	-0.121
21977	AP3S1	0.42	-0.04	-0.041	0.151	0.002
21978	ATBF1	0.664	0.575	0.416	0.643	0.917
21979	KIAA0232	0.112	-0.277	-0.092	-0.007	-0.114
21980	C7orf14	0.127	-0.062	-0.236	-0.269	-0.344
21981	KIAA0217	0.37	-0.082	-0.151	-0.075	-0.092
21982	KIAA0215	0.6	0.124	-0.065	-0.06	0.03
21983	TBC1D5	0.59	0.186	0.162	0.311	0.778
21984	8-Sep	0.645	0.219	0.163	0.416	0.437
21985	GRP58	0.472	-0.179	0.03	0.097	-0.15
21986		0.217	0.252	-0.187	-0.167	-0.464
21987	HTR2A	0.295	-0.058	-0.308	0.17	0.319
21988	CKAP4	0.679	0.108	-0.193	0.389	0.591
21989	ATP6V0A1	0.254	-0.198	-0.291	0.101	0.215
21990	CDC25B	1.215	1.517	0.885	1.126	1.879
21991	PHLDA1	0.479	0.095	1.059	1.37	1.867
21992	IL18BP	0.269	0.403	-0.005	0.099	0.374
21993	IDH3G	0.562	0.108	-0.251	0.212	0.23
21994	MPHOSPH6	0.243	-0.106	-0.131	0.078	-0.267
21995	PTPRCAP	0.472	0.048	-0.047	0.291	0.134
21996	LIG4	0.559	0.126	0.077	0.296	0.456
21997		0.439	0.101	0.287	0.323	0.428
21998		-0.032	0.143	-0.157	0.09	0.121
21999		0.213	-0.159	-0.44	-0.349	-0.442
22000		0.523	-0.002	-0.058	0.263	0.127
22001	ZNF11B	0.314	-0.058	-0.081	0.153	-0.09
22002	TEBP	0.229	-0.121	-0.096	0.023	-0.152
22003	ANGPTL4	0.347	0.237	0.188	0.296	0.375
22004	ZFH4	0.404	0.073	-0.214	0.302	0.248
22005		0.584	0.054	0.124	0.238	0.19
22006	ZNF347	-0.061	-0.376	-0.19	-0.144	0.134
22007	ZNF258	0.557	0.055	0.211	0.292	0.242
22008	DGAT2	0.616	0.09	-0.119	-0.033	0.134
22009	CCT4	1.182	0.891	0.264	0.791	0.619
22010	SUCLG2	0.578	0.035	-0.062	-0.223	0.097
22011	SLC9A3	-0.069	-0.712	-0.937	-0.514	0.129
22012	VPS4A	0.156	-0.111	-0.49	0.113	-0.106
22013	SGK	0.452	-0.093	-0.214	0.17	0.172
22014		0.601	0.208	0.343	0.354	0.852
22015	CLEC2	-0.156	-0.178	-0.361	-0.221	-0.275
22016	NP25	0.648	0.617	0.533	1.146	1.28
22017	CRB1	-0.46	-0.131	-0.429	-0.425	-0.71
22018	NDUFA7	0.358	-0.327	-0.335	-0.162	-0.476
22019	NDUFV3	0.28	-0.404	-0.515	-0.366	-0.501
22020	SNX8	-0.217	-0.067	-0.599	-0.367	-0.611
22021	KIAA1096	0.707	0.341	0.545	0.05	0.31
22022		0.453	-0.12	-0.612	-0.144	-0.082
22023		0.49	0.322	-0.134	0.045	0.361
22024		0.096	0.05	0.16	-0.166	0.22
22025		1.182	0.991	0.228	0.082	0.224
22026	AMY2B	0.709	0.232	0.265	0.335	0.305
22027		-0.547	-0.248	-0.346	-0.069	-0.406
22028		-0.36	-0.315	-0.677	-0.234	0.066
22029	MGC14386	0.234	-0.036	-0.441	-0.108	-0.295
22030	MGC33302	0.308	0.052	0.14	0.152	0.506
22031		0.058	-0.167	0.355	0.299	0.508
22032		0.198	0.125	0.583	0.413	0.624
22033		0.226	0.547	2.963	0.317	0.281
22034	FLJ39155	0.112	-0.203	-0.245	0.062	-0.167
22035	BIKE	0.111	-0.006	-0.102	-0.421	-0.4
22036	CSH1	0.383	0.039	-0.074	-0.12	-0.259
22037		0.008	-0.156	-0.146	-0.244	-0.262
22038	MGC17922	0.135	-0.488	-0.112	-0.221	-0.354
22039	REV1L	0.325	-0.152	-0.029	-0.064	-0.131
22040		0.274	-0.34	-0.681	-0.417	-0.053
22041		-0.109	-0.464	-0.482	-0.25	-0.387
22042	MEG3	-0.169	-0.206	-0.498	-0.256	-0.331
22043	ATP2B1	0.467	-0.343	-0.296	-0.714	-0.21
22044		0.215	0.222	0.14	-0.034	0.116
22045		0.035	-0.155	-0.202	-0.196	-0.298
22046	ATP11A	0.719	0.191	0.112	0.286	0.675
22047	KIAA1617	0.108	-0.449	-0.262	-0.528	-0.333
22048		-0.299	-0.377	-0.628	-0.658	-0.362
22049	SEC10L1	0.569	0.351	0.477	0.671	0.627
22050		-0.326	-0.497	-0.007	-0.318	-0.35
22051		-0.107	-0.248	-0.396	-0.24	-0.504
22052		-0.28	-0.114	-0.461	-0.427	-0.306
22053	PP2447	0.218	0.014	-0.747	0.025	0.207
22054	FLJ21749	0.088	-0.013	-0.21	0.321	0.153
22055		0.105	-0.189	-0.115	-0.249	-0.133
22056		0.178	-0.202	0.762	0.459	0.821
22057		-0.01	-0.038	-0.124	-0.004	0.152
22058		-0.072	-0.088	-0.015	-0.213	-0.069
22059		0.325	0.131	0.952	0.769	0.594
22060		-0.314	-0.159	-0.021	-0.272	0.002
22061		0.832	1.309	1.386	1.452	1.909
22062		0.007	-0.244	-0.362	-0.251	0.084
22063	C13orf1	-0.121	-0.111	-0.071	-0.134	-0.165
22064		-0.043	0.026	-0.171	-0.149	-0.303
22065	MGC8974	0.397	0.186	-0.042	-0.079	-0.296
22066	JMJ	0.64	0.388	0.054	0.57	1.027
22067		-0.072	-0.287	-0.33	-0.285	-0.156
22068		0.033	-0.478	-0.259	-0.478	-0.434
22069	FLJ20400	0.26	-0.012	0.089	0.407	0.508
22070	GHR	-0.216	-0.452	-0.25	-0.334	-0.191
22071	DKFZp667B1218	-0.182	-0.468	-0.632	-0.298	-0.322
22072		0.23	0.312	0.049	0.298	1.241
22073		-0.303	-0.261	-0.389	-0.547	-0.128
22074	LOC51643	0.26	-0.214	-0.034	0	-0.078
22075	CTSO	0.411	-0.381	-0.14	0.056	-0.224
22076	FLJ11127	0.152	-0.324	-0.354	-0.157	-0.121
22077	ZNF10	-0.069	-0.175	-0.437	-0.417	-0.195
22078		0.087	-0.035	-0.144	-0.114	0.137
22079	UBE2N	0.255	-0.049	-0.043	0.053	-0.19
22080	TMEM2	0.595	0.095	0.202	0.25	0.22
22081	MCLC	0.224	0.246	-0.203	-0.011	0.064
22082	C9orf10	0.118	0.129	0.363	0.523	0.825
22083	HNRPH1	0.418	0.145	0.24	0.443	0.505
22084	DCTD	0.657	0.511	0.178	0.449	0.484
22085	PPIG	0.174	0.117	-0.075	0.034	-0.034
22086	YWHAZ	1.172	0.972	1.199	1.244	1.49
22087	OGN	0.189	-0.072	-0.275	-0.307	0.084
22088		-0.054	-0.301	-0.398	-0.174	-0.145
22089	NOTCH3	0.354	0.148	-0.161	0.072	0.06
22090	NDUFB7	0.223	-0.247	-0.772	-0.159	-0.519
22091	B4GALT1	0.392	0.388	0.4	0.571	0.971
22092	PPP1R15A	0.327	0.055	-0.002	0.156	0.059
22093		-0.039	-0.336	-0.488	-0.391	-0.145
22094	C1orf13	0.353	-0.031	0.271	-0.09	-0.058
22095	BBS2	0.099	-0.36	-0.183	-0.329	-0.143
22096		0.072	-0.113	-0.267	-0.489	-0.229
22097	MC7	0.169	0.079	0.013	-0.241	-0.33
22098	DGAT1	0.484	-0.142	-0.59	0.057	0.361
22099	LOC129642	0.318	-0.182	-0.049	0.215	0.079
22100		-0.118	-0.233	-0.29	-0.456	-0.197
22101		0.001	-0.379	-0.477	-0.502	-0.788
22102		-0.008	-0.327	-0.38	-0.242	-0.373
22103		-0.005	-0.376	-0.458	-0.301	-0.569
22104	MGC22014	0.246	-0.073	-0.189	-0.213	-0.304
22105	BIG1	0.521	0.238	0.207	0.492	0.533
22106		-0.022	-0.433	-0.815	-1.017	-0.311
22107	ARAP3	0.579	0.243	-0.009	0.437	0.627
22108		0.708	0.667	0.426	0.167	0.27
22109	PL6	0.076	-0.301	-0.689	-0.133	-0.215
22110		0.18	-0.018	-0.339	0.052	0.492
22111	DJ79P11.1	0.076	-0.388	-0.471	-0.433	-0.518
22112	LOC92799	0.256	-0.197	-0.609	-0.001	0.073
22113	HDAC10	0.402	0.314	-0.608	0.171	0.716
22114	T1A-2	-0.087	0.065	-0.682	-0.281	-0.273
22115		0.52	0.63	0.485	0.021	0.454
22116	SGPL1	0.139	0.042	0.092	0.017	-0.027
22117		0.405	-0.309	-0.035	-0.116	-0.101
22118		0.125	-0.354	-0.631	-0.483	-0.222
22119		-0.33	0.161	-0.397	-0.604	-0.452
22120	FLJ13322	0.114	-0.117	-0.915	-0.264	0.062
22121		0.313	0	-0.221	0.129	0.055
22122		0.142	-0.521	-0.387	-0.268	-0.318
22123		0.16	-0.392	-0.158	-0.269	-0.134
22124		-0.229	-0.676	-0.762	-0.547	-0.497
22125		-0.256	-0.539	-0.547	-0.452	-0.323
22126		-0.202	-0.273	-0.691	-0.434	-0.555
22127		0.148	-0.047	-0.062	-0.002	0.578
22128	FLJ20736	0.482	0.167	-0.099	-0.276	0.099
22129		0.951	1.189	1.257	1.223	1.281
22130		-0.171	-0.263	-0.462	-0.437	-0.332
22131		-0.819	-0.736	-1.126	-0.612	-0.578
22132	SIX3	-0.456	-0.476	-0.786	-0.605	-0.793
22133	COLEC12	-0.083	-0.158	-0.216	-0.253	-0.197
22134		0.136	-0.201	-0.49	-0.375	-0.248
22135		-0.276	-0.544	-0.269	-0.507	-0.121
22136	KIAA0853	0.351	0.116	-0.12	0.122	-0.183
22137	TAHCCP1	-0.527	-0.334	-0.408	-0.424	-0.572
22138	PDE8B	-0.144	-0.449	-0.487	-0.515	-0.206
22139		-0.566	-0.741	-0.845	-0.765	-0.937
22140	LRP1B	-0.614	-0.44	-0.52	-0.533	-0.697
22141		-0.418	-0.225	-0.232	-0.202	0.055
22142		0.283	0.682	0.572	0.296	0.731
22143		-0.804	-0.264	-0.799	-0.798	-0.443
22144		-0.68	-0.365	-0.755	-0.979	-0.372
22145		0.259	-0.364	-0.67	-0.192	-0.195
22146		0.334	-0.32	-0.498	-0.385	-0.283
22147		-0.299	-0.616	-0.511	-0.507	-0.034
22148		-1.104	-0.581	-0.861	-0.861	-0.598
22149		0.147	0.012	-0.558	-0.321	-0.506
22150	EGLN3	0.348	-0.108	0.081	0.725	0.746
22151	RER1	0.228	0.037	-0.301	-0.123	0.032
22152	LOC90139	-0.188	-0.588	-0.78	-0.6	-0.515
22153	FLJ10956	0.318	-0.121	-0.113	-0.289	-0.751
22154	DQX1	0.051	-0.323	-0.344	-0.081	-0.229
22155		0.798	0.451	0.712	0.63	1.187
22156		0.112	-0.326	-0.451	-0.529	-0.657
22157	MGC24447	0.526	-0.141	-0.075	0.04	0.219
22158		0.251	-0.252	-0.07	0.03	-0.008
22159	UBE2G2	0.216	-0.266	-0.354	-0.538	-0.525
22160		0.666	0.074	0.146	0.188	0.36
22161		0.217	-0.354	-0.265	-0.153	-0.06
22162		0.321	-0.333	-0.373	-0.123	-0.264
22163	AF3P21	0.181	-0.241	-0.657	0.216	0.297
22164	SNX9	-0.027	-0.347	-0.257	-0.032	-0.027
22165		-0.208	-0.734	-0.572	-0.413	-0.439
22166	MGC2555	0.177	-0.117	-0.227	-0.065	-0.043
22167	DDX32	0.336	-0.128	-0.037	-0.088	-0.305
22168		0.151	-0.278	-0.094	-0.366	-0.231
22169		-0.174	-0.121	0.112	-0.353	-0.005
22170		-0.025	-0.04	-0.26	-0.627	-0.38
22171	FLJ11136	-0.005	-0.143	-0.569	-0.395	-0.033
22172		0.467	0.073	0.336	0.475	0.865
22173	LOC114926	-0.031	-0.39	-0.215	-0.506	-0.458
22174	MAF	-0.106	-0.431	-0.351	0.014	-0.067
22175	AKAP2	0.407	-0.117	-0.025	0.535	0.309
22176		0.54	-0.058	0.22	0.203	-0.04
22177	NUBP1	0.228	-0.287	-0.559	-0.286	-0.492
22178	NINJ1	0.298	-0.431	-0.2	0.343	-0.049
22179	NPAS2	0.424	-0.236	0.001	-0.071	0.005
22180	MYO9B	0.1	-0.475	-0.326	-0.333	-0.03
22181	ABCC3	0.672	0.18	0.105	0.078	0.551
22182	CITED2	0.377	-0.036	-0.495	0.101	0.166
22183	KIAA0375	0.238	-0.254	-0.276	-0.432	-0.125
22184	KIAA0370	0.545	0.207	-0.062	0.222	0.371
22185	RALGPS1A	1.426	0.586	0.812	0.878	1.869
22186		0.601	0.038	0.052	0.09	0.263
22187	KIAA0337	0.211	-0.111	-0.848	-0.336	-0.422
22188	KIAA0318	-0.283	-0.752	-0.458	0.014	-0.09
22189		0.193	-0.574	-0.489	-0.207	-0.182
22190	CLDN4	0.173	-0.423	0.482	1.496	1.246
22191	SLC9A3R1	0.503	-0.175	-0.529	-0.069	-0.311
22192	DDX3	1.23	0.676	0.968	1.082	1.04
22193	CLU	0.357	-0.367	-0.273	0.04	0.061
22194	ZFPL1	0.078	0.022	-0.956	-0.034	-0.103
22195	STK24	0.478	0.244	-0.037	0.507	0.317
22196	RPIP8	0.146	-0.244	-0.296	-0.243	-0.533
22197	RANBP8	0.309	-0.08	-0.024	0.406	0.063
22198	PHF1	0.219	-0.171	-0.157	0.418	0.333
22199	GRIN2C	0.202	-0.091	-0.069	0.329	0.03
22200	PIGQ	0.433	0.002	-0.835	-0.193	-0.21
22201		0.604	-0.169	-0.016	0.074	0.064
22202	AQP4	0.123	-0.298	-0.522	-0.215	-0.252
22203	APOH	0.026	-0.218	-0.347	-0.052	-0.353
22204	ANXA5	0.493	-0.584	-0.048	-0.543	-0.572
22205	AGL	0.503	-0.223	-0.13	-0.185	-0.043
22206	SERPINF2	0.402	-0.3	-0.234	-0.175	-0.157
22207	ATP5G1	0.242	-0.319	-0.315	-0.228	-0.6
22208	PMAIP1	0.064	-0.053	0.735	0.703	0.571
22209	NAT1	0.519	-0.165	-0.419	0.068	0.016
22210	APOA1	0.316	-0.212	-0.568	-0.157	-0.093
22211	APEX1	0.39	-0.22	-0.427	-0.338	-0.507
22212	SLPI	-0.088	-0.223	-0.207	-0.044	-0.188
22213	FLJ34299	0.243	-0.178	-0.198	0.042	-0.281
22214		0.013	-0.234	-0.281	-0.309	-0.56
