SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
18519		-0.928	-0.193	-0.888	-0.729	-0.604
18520		0.215	0.07	-0.05	0.307	-0.147
18521	DKFZP727C091	0.378	0.116	0.479	0.252	0.419
18522		-0.279	-0.226	-0.46	-0.227	-0.285
18523	ADAM22	-0.29	-0.098	-0.388	-0.256	-0.283
18524		-0.186	0.012	-0.553	-0.597	-0.417
18525		-0.167	-0.269	-0.588	-0.41	-0.261
18526	CREM	-0.328	-0.585	-0.147	0.305	-0.38
18527		-0.996	-0.838	-0.789	-0.716	-0.842
18528		-0.608	-0.184	-0.75	-0.423	-0.631
18529	RHOBTB3	0.445	0.475	0.606	0.261	-0.162
18530		-0.101	-0.184	-0.124	-0.241	-0.026
18531		-0.2	-0.428	-0.238	-0.01	-0.457
18532		-0.058	-0.074	-0.474	-0.737	-0.539
18533	FLJ11011	0.486	0.231	0.311	0.932	0.246
18534	FLJ10252	0.367	-0.099	-0.306	0.091	0.026
18535		-0.376	-0.376	0.276	-0.353	-0.365
18536		-0.372	-0.346	0.174	-0.117	-0.264
18537		0.105	-0.34	-0.159	0.099	-0.094
18538		0.722	0.456	0.424	0.772	0.582
18539	FLJ10948	-0.287	-0.313	-0.466	-0.326	-0.151
18540		-0.398	-0.14	-0.32	-0.432	-0.098
18541	FLJ14834	-0.539	-0.183	-0.439	-0.487	-0.443
18542		-0.54	-0.258	-0.218	-0.517	-0.565
18543		-0.488	-0.295	-0.451	-0.723	-0.617
18544		-0.452	0.059	-0.32	-0.456	-0.275
18545		-1.131	-0.251	-0.883	-0.843	-0.463
18546		-0.591	-0.179	-0.253	-0.495	-0.609
18547	CDC25A	0.128	0.025	-0.068	-0.354	-0.924
18548		0.166	0.051	1.102	1.003	0.189
18549		0.286	0.179	-0.062	0.048	-0.152
18550		0.009	0.21	-0.051	-0.021	-0.321
18551		-0.177	-0.196	-0.192	-0.4	-0.414
18552		0.569	0.442	0.616	0.837	0.216
18553	AD-020	-0.225	-0.475	-0.662	-0.299	-0.329
18554	KCNK4	-1.142	-0.24	-0.819	-0.703	-0.577
18555		-0.623	-0.734	-0.587	-0.572	-0.24
18556		0.333	-0.397	0.121	0.09	0.098
18557		-0.164	-0.662	-0.292	-0.511	-0.585
18558		-0.021	-0.046	-0.254	0.014	0.172
18559		-0.342	-0.161	-0.302	-0.106	-0.228
18560		-0.082	0.08	0.152	0.245	-0.277
18561		-0.376	-0.072	-0.529	-0.639	-0.678
18562		-1.01	-0.626	-0.714	-0.72	-0.622
18563		-1.226	-0.673	-0.946	-0.99	-0.829
18564		-0.257	-0.39	-0.279	-0.26	-0.316
18565		-0.454	-0.096	-0.771	-0.989	-0.725
18566		-0.336	-0.2	-0.462	-0.831	-0.476
18567	ARL6IP4	-0.042	0.112	-0.184	-0.238	-0.363
18568	FLJ20343	0.219	-0.529	0.207	0.452	0.073
18569	PHCA	0.326	-0.204	0.026	0.645	0.071
18570		0.205	0.117	0.146	0.113	-0.055
18571		-0.284	0.006	-0.513	-0.219	-0.265
18572		-0.082	-0.225	-0.467	-0.153	-0.185
18573		-0.747	-0.397	-0.782	-0.724	-0.892
18574		-0.515	-0.397	-0.451	-0.64	-0.105
18575		-0.32	-0.111	-1.1	-0.796	-0.604
18576		-0.041	0.194	0.017	0.039	0.015
18577		0.199	-0.145	0.201	0.248	-0.284
18578		-0.366	-0.131	-0.291	-0.272	-0.239
18579		0.267	0.114	-0.27	-0.079	-0.059
18580	KIAA1012	0.335	0.019	0.016	0.441	0.032
18581		0.162	0.075	0.093	-0.023	-0.097
18582		-0.878	0.19	0.222	0.284	-0.232
18583		-2.387	0.242	-0.172	-0.327	0.192
18584		-0.271	0.008	-0.409	-0.325	-0.243
18585		0.087	-0.083	-0.383	-0.527	-0.289
18586		0.014	0.228	0.029	-0.144	-0.34
18587	DLAT	0.004	0.204	0.014	-0.291	0.388
18588	FLJ23259	0.098	0.185	0.095	0.283	-0.107
18589	FLJ32069	-0.21	0.135	-0.335	0.043	-0.148
18590		-0.061	-0.196	-0.344	-0.106	0.076
18591		-0.069	-0.232	-0.245	-0.117	-0.295
18592		-0.334	-0.258	-0.091	-0.12	-0.084
18593		-0.112	0.136	-0.133	-0.46	-0.462
18594		-0.293	-0.213	-0.304	-0.198	-0.208
18595	MGC33864	0.234	0.052	0.012	0.11	-0.325
18596		-0.133	0.129	-0.285	-0.349	-0.116
18597	CLECSF2	0.135	0.05	-0.096	0.011	-0.298
18598	LSM4	0.101	-0.019	-0.295	-0.328	-0.764
18599		-0.501	0.244	-0.452	-0.449	-0.159
18600		-0.279	0.223	-0.427	-0.31	-0.093
18601	SQRDL	0.499	0.088	0.103	0.595	0.336
18602		0.058	0.125	-0.072	0.162	-0.319
18603		0.034	0.15	-0.304	-0.402	-0.169
18604	RAG1	-0.124	-0.306	-0.562	-0.191	-0.164
18605		0.315	0.193	0.809	0.596	0.406
18606		-0.065	-0.271	-0.121	-0.208	0.053
18607		-0.141	-0.058	-0.095	-0.273	-0.536
18608	DC8	0.126	-0.334	-0.174	0.15	-0.245
18609	FBXL4	0.048	-0.253	-0.377	-0.368	-0.222
18610		0.476	0.494	0.016	0.071	0.03
18611		0.501	0.321	0.454	0.225	0.321
18612	MAGI-3	0.293	0.416	0.241	0.318	0.148
18613		0.12	0.059	-0.242	-0.433	-0.708
18614	FLJ21868	-0.063	-0.721	-0.239	-0.235	-0.041
18615		0.19	-0.009	-0.045	-0.14	0.102
18616		-0.798	-0.46	-0.645	-0.687	-0.564
18617		-0.184	0.685	-0.194	-0.325	0.199
18618		-0.944	-0.27	-0.165	-0.066	-0.228
18619		0.1	-0.064	-0.176	-0.018	-0.054
18620		-0.404	0.013	-0.455	-0.098	-0.159
18621	LMAN1	0.354	0.167	0.316	0.394	0.156
18622	COX6B	0.359	0.097	0.076	0.171	-0.43
18623	TNXB	0.043	0.302	-0.393	0.058	-0.254
18624		0.148	0.077	-0.209	0.073	-0.054
18625	SMURF2	0.333	0.218	0.47	0.734	0.038
18626		-0.329	0.203	-0.364	-0.341	-0.229
18627	USP16	0.134	0.302	0.137	0.316	-0.364
18628	NOH61	0.47	0.189	0.002	-0.246	-0.433
18629	GPR65	-0.267	0.481	-0.454	-0.62	-0.368
18630	CNOT7	0.427	0.442	0.286	0.507	-0.045
18631	GDA	0.591	0.369	0.192	0.196	-0.056
18632	FLJ13433	0.187	0.188	0.079	0.579	-0.049
18633		0.311	0.273	0.255	0.448	0.129
18634		0.016	0.511	-0.088	0.095	-0.102
18635	FLJ12650	0.236	-0.246	-0.084	-0.076	-0.093
18636		0.147	-0.295	-0.131	0.156	-0.26
18637	KIAA1698	0.285	0.045	-0.042	-0.2	-0.174
18638	KIAA1049	0.367	0.461	-0.031	-0.258	-0.079
18639	FLJ20360	1.059	0.825	0.729	0.3	0.791
18640		0.172	0.085	-0.1	-0.28	-0.081
18641		0.256	0.069	-0.374	-0.189	-0.464
18642	FLJ20015	-0.036	-0.065	-0.141	-0.085	0.083
18643		0.269	0.348	-0.211	-0.154	-0.081
18644	MGC20460	0.24	0.003	0.063	0.021	0.051
18645	USP12	0.266	0.07	0.123	0.427	-0.097
18646		0.263	0.083	0.032	-0.192	-0.184
18647	ANKRA2	0.261	-0.089	-0.196	0.027	-0.151
18648		0.245	-0.057	0.017	-0.078	0.056
18649		0.685	0.85	-0.69	-0.249	-0.555
18650		-0.053	0.279	-0.026	0.046	-0.005
18651	BAP29	2.71	1.555	0.684	0.846	0.973
18652	FLJ31606	0.084	0.284	-0.018	-0.474	-0.324
18653	DKFZp434A2417	0.365	0.157	-0.047	0.499	0.137
18654		-0.188	0.345	-0.272	0.127	-0.27
18655		-0.199	-0.429	-0.402	0.345	-0.189
18656		0.273	-0.082	0.096	0.053	-0.187
18657		-0.071	0.734	-0.072	-0.025	0.051
18658	MNAB	-0.717	0.271	0	-0.708	0.585
18659	ALEX3	0.151	-0.2	0.218	0.478	0.283
18660	TOPK	0.087	0.434	-0.209	0.057	-0.711
18661		0.278	0.337	0.014	0.167	-0.296
18662		-0.134	0.028	-0.385	-0.506	-0.114
18663		-0.183	0.275	-0.231	-0.263	-0.241
18664		0.018	0.05	-0.015	-0.368	-0.211
18665		-0.113	0.349	-0.365	-0.173	-0.263
18666		0.136	0.727	-0.156	-0.443	-0.354
18667	LOC63920	0.326	-0.055	0.018	0.063	0.142
18668	TRF4-2	-0.015	-0.041	-0.041	-0.194	-0.206
18669	DKFZP566F2124	0.307	0.417	0.187	0.377	-0.008
18670		-0.099	-0.009	-0.248	-0.075	0.062
18671		1.229	1.284	0.568	1.42	-0.16
18672		-0.007	-0.07	-0.253	-0.255	-0.057
18673	SPINK1	0.737	0.042	0.025	-0.115	-0.245
18674	CPA1	0.173	0.286	0.023	0.034	0.024
18675	CKB	0.386	-0.237	-0.064	-0.001	0.169
18676	HOXB7	0.133	0.149	-0.004	-0.403	-0.074
18677	TSSC1	0.352	0.287	-0.201	-0.103	-0.211
18678	GALT	0.549	0.357	-0.177	-0.398	-0.134
18679	RREB1	-0.063	0.768	-0.186	-0.178	-0.442
18680	PDE6H	0.136	0.484	0	0.192	-0.151
18681	LENG4	0.289	0.118	0.104	0.263	-0.313
18682	NFATC4	0.025	0.136	0.156	0.162	0.126
18683	QPRT	0.103	0.383	-0.112	-0.142	0.034
18684	MPHOSPH9	0.069	0.175	-0.342	-0.346	-0.696
18685	MAD1L1	0.091	0.307	-0.345	-0.301	-0.342
18686	SMT3H2	0.606	0.575	0.511	0.674	-0.047
18687	CRYGA	0.155	0.017	-0.078	-0.308	-0.386
18688	GPC3	0.154	0.344	0.05	-0.241	0.094
18689	PRDX1	0.423	0.338	0.205	0.511	-0.328
18690	B2M	0.464	-0.116	0.133	0.686	0.078
18691	PPM1G	0.316	0.204	0.03	-0.345	-0.418
18692	USP5	0.385	0.262	-0.084	-0.638	-0.039
18693	HNRPM	0.196	0.156	0.068	-0.186	-0.363
18694	RPS4Y	0.178	0.151	0.12	0.163	-0.536
18695	ZNF198	0.498	-0.043	0.236	0.661	0.264
18696	LST1	0.143	0.371	0.011	-0.068	0.021
18697	KIAA1407	0.244	0.164	-0.092	-0.088	-0.01
18698		-0.7	0.541	-0.292	-0.282	-0.158
18699		0.022	0.357	0.44	-0.133	-0.042
18700	HSPA8	0.588	0.606	0.651	0.654	-0.49
18701	MGC13168	0.308	0.226	0.115	-0.157	0.039
18702	UBE3B	0.312	0.333	-0.222	-0.13	0.052
18703	PRO0650	0.819	0.855	0.696	0.867	0.809
18704		0.028	-0.257	-0.232	-0.186	0.153
18705		-0.129	0.267	-0.128	-0.234	-0.061
18706		-0.334	0.304	-0.682	-0.29	-0.551
18707		-0.222	0.318	-0.026	-0.188	-0.066
18708		0.37	0.18	0.124	0.209	0.383
18709		0.175	0.014	-0.181	-0.371	-0.321
18710	EIF5	0.088	0.456	0.152	-0.17	-0.243
18711		0.303	0.233	-0.117	-0.255	-0.203
18712	LOC221955	0.611	0.046	-0.13	-0.48	-0.124
18713	FHOD1	0.499	0.402	-0.128	-0.564	-0.113
18714		0.067	0.118	0.234	-0.085	0.04
18715		0.317	0.025	-0.012	-0.335	-0.317
18716	UCH37	0.099	0.1	-0.033	0.161	-0.496
18717	SFRS3	0.23	0.214	0.434	0.241	-0.569
18718		0.874	0.397	0.41	-0.373	-0.239
18719		0.113	0.097	-0.024	-0.102	-0.111
18720	STX1B2	0.88	0.728	0.057	-0.147	0.199
18721	JAM1	0.551	0.1	0.232	0.665	0.534
18722	ITGAL	0.197	0.077	-0.363	-0.399	-0.111
18723	PFKFB3	0.468	0.468	0.477	0.105	-0.099
18724		0.119	-0.089	-0.087	0.564	0.025
18725	KRT17	0.316	-0.31	1.594	2.422	1.751
18726	TACSTD2	0.582	0.014	0.416	1.181	0.918
18727	CALD1	0.045	-0.073	0.168	-0.305	0.179
18728	TNFSF10	0.262	0.188	0.09	0.069	0.013
18729	COX11	0.169	0.064	0.155	0.615	0.129
18730	FAP	0.099	0.326	0.14	0.481	-0.093
18731	MGC11242	0.596	-0.431	-0.754	-0.204	0.176
18732	HBB	0.449	-0.021	-0.017	0.148	-0.431
18733		0.005	0.149	-0.223	-0.107	0.026
18734		-0.426	0.432	-0.259	-0.352	-0.38
18735		0.069	-0.145	-0.119	-0.358	-0.075
18736		-0.46	0.255	-0.347	-0.216	0.025
18737		-0.743	0.527	-0.272	-0.304	-0.91
18738		-0.031	0.542	-0.089	-0.066	-0.246
18739		0.397	0.784	1.478	0.338	-0.052
18740	LILRA1	-0.915	0.941	-0.457	-0.15	-0.372
18741	PRO1073	0.161	0.024	-0.143	0.305	0.46
18742	NPM1	0.355	0.135	0.202	0.187	-0.215
18743		-0.004	-0.086	-0.228	0.484	-0.269
18744		0.237	-0.187	0.021	0.313	-0.044
18745		0.031	0.204	-0.208	-0.322	-0.384
18746		0.186	-0.21	0.035	-0.157	-0.018
18747		-0.263	0.344	0.058	0.084	-0.071
18748		0.288	0.2	0.036	-0.131	-0.178
18749		0.318	0.257	0.176	0.158	-0.328
18750		0.119	-0.01	-0.219	-0.197	-0.28
18751		-0.047	-0.155	-0.352	0.071	-0.092
18752		-0.023	0.245	-0.249	-0.135	-0.114
18753		0.132	-0.064	-0.161	0.042	-0.23
18754		0.097	0.849	-0.054	-0.086	-0.162
18755		-0.107	-0.146	-0.222	-0.052	-0.108
18756		-0.13	-0.291	-0.098	-0.452	-0.11
18757		-0.243	0.071	0.091	-0.273	-0.217
18758		-0.379	-0.477	-0.125	-0.451	-0.08
18759		0.291	-0.191	1.317	0.815	0.327
18760		0.044	-0.101	-0.201	-0.234	-0.157
18761		-0.133	0.422	-0.087	-0.191	0.049
18762		0.13	0.005	-0.123	0.22	-0.279
18763		-0.201	1.77	-0.462	1.015	0.196
18764		-0.44	0.999	-0.059	0.037	-0.971
18765		-0.091	0.141	0.039	-0.117	0.046
18766		-0.401	0.278	-0.298	-0.173	-0.157
18767		0.313	0.511	0.072	-0.233	-0.025
18768	FLJ10648	0.586	0.501	0.099	0.363	0.051
18769		-0.809	1.014	-0.346	0.017	-0.254
18770		0.291	0.386	0.266	-0.205	0.048
18771		-0.25	0.952	-0.176	-0.289	-0.198
18772		-0.15	0.874	0.003	-0.183	-0.335
18773		0.128	0.093	0.065	-0.086	0.072
18774	KIAA0447	0.557	0.138	0.056	-0.004	0.384
18775		0.303	0.537	0.027	0.185	0.042
18776	TEX292	0.054	0.64	0.454	0.817	-0.288
18777		-0.345	0.473	-0.341	-0.039	0.059
18778		0.257	0.33	0.278	-0.223	-0.063
18779		0.139	0.285	0	0.093	0.125
18780		0.142	0.049	-0.046	-0.046	-0.236
18781	MGC3329	0.41	0.712	0.128	0.98	-0.382
18782	OTP	-0.035	-0.379	-0.064	-0.06	-0.082
18783		0.076	-0.07	-0.168	0.053	-0.196
18784		0.337	-0.226	0.341	0.407	0.217
18785		0.182	-0.072	-0.08	-0.128	-0.215
18786		-0.079	1.11	-0.43	-0.497	-0.172
18787		0.938	-0.483	0.434	1.34	1.036
18788		-0.063	0.213	-0.092	0.211	-0.01
18789	AQP2	0.665	1.747	0.609	1.763	2.659
18790	NHLH1	0.244	0.421	0.005	-0.235	-0.582
18791		0.202	-0.012	-0.446	-0.621	-0.526
18792		-0.013	0.372	-0.738	-0.029	0.288
18793		-0.393	-0.904	-0.732	-1.047	-0.524
18794		-0.116	0.168	-0.504	-0.207	-1.01
18795		-0.037	0.319	-0.278	-0.351	-0.453
18796		-0.115	0.308	-0.388	-0.439	-0.39
18797		0.09	0.281	-0.265	-0.435	-0.218
18798		-0.657	1.392	-0.169	-0.091	-0.414
18799		-0.036	0.498	-0.305	-0.343	-0.272
18800		-0.546	1.419	-0.364	0.324	-0.249
18801		-0.015	0.538	-0.013	-0.276	-0.077
18802		-0.024	0.409	0.078	-0.098	0.095
18803		0.268	0.746	-0.213	0.053	-0.032
18804		-0.835	0.89	-0.576	-0.369	-0.027
18805		-0.43	-0.239	-0.155	-0.302	-0.343
18806		0.219	0.205	-0.034	0.076	-0.523
18807		0.068	-0.144	-0.257	-0.167	-0.303
18808	AR	0.323	-0.155	-0.009	0.311	0.318
18809		0.326	0.101	0.129	0.652	-0.048
18810		0.254	0.04	-0.434	-0.025	-0.186
18811		2.559	3.239	1.059	0.807	0.903
18812		-0.214	-0.033	0.175	-0.65	-0.133
18813	MMP2	0.115	0.104	0.109	-0.012	0.03
18814	SPRY4	0.133	-0.037	0.116	-0.309	0.018
18815		0.248	0.218	-0.229	-0.111	-0.042
18816	PRAC	0.104	0.916	-0.524	0.024	-0.639
18817		0.266	-0.025	-0.263	0.291	-0.312
18818		0.062	0.163	-0.13	0.138	-0.844
18819		-0.318	0.272	-0.445	-0.158	-0.04
18820		0.267	0.059	-0.255	-0.064	-0.161
18821		0.056	0.61	-0.165	-0.088	-0.241
18822		-0.123	-0.081	-0.191	-0.238	-0.038
18823		0.005	0.115	-0.337	-0.027	-0.129
18824		-0.096	0.35	-0.131	-0.377	-0.09
18825		-0.322	-0.019	-0.285	0.028	-0.349
18826		-0.192	0.158	0.048	-0.259	-0.61
18827		0.305	0.032	0.175	0.434	-0.598
18828		-0.054	0.923	-0.052	-0.366	-0.175
18829		0.029	1.25	0.186	0.19	-0.102
18830		-0.858	0.288	-0.647	-0.537	-0.488
18831		-0.2	0.841	0.22	0.012	-0.116
18832		0.232	0.58	-0.041	0.229	-0.112
18833		0.423	0.708	0.263	-0.008	0.109
18834		-0.393	0.784	-0.369	-0.06	-0.326
18835		0.334	0.188	-0.174	-0.297	-0.299
18836		0.031	0.591	0.074	0.049	0.053
18837		0.386	-0.019	-0.087	0.141	-0.491
18838		-0.147	-0.139	-0.159	-0.127	-0.233
18839		-0.005	-0.377	-0.131	-0.352	-0.103
18840	LOC155465	-0.064	0.048	-0.073	-0.099	-0.225
18841	EPS8R3	1.246	0.51	0.427	0.189	0.118
18842	MUC11	0.19	0.003	0.073	0.019	0.067
18843		0.282	0.071	0.136	-0.117	-0.051
18844	XT3	0.444	-0.23	0.105	-0.108	0.018
18845		0.231	0.086	0.237	-0.084	-0.438
18846		0.298	0.15	0.204	0.015	-0.297
18847		0.367	0.405	-0.017	0.376	0.124
18848		-0.023	-0.158	-0.226	-0.035	-0.295
18849	EEF1A1	-0.007	0.064	0.045	0.321	-0.087
18850		0.255	-0.071	-0.07	0.331	-0.035
18851	LDHB	0.202	0.091	-0.03	0.111	-0.869
18852		0.301	0.161	0.139	0.389	-0.243
18853		0.053	0.546	0.196	-0.246	-0.165
18854		-0.129	0.126	0.042	-0.203	-0.338
18855		0.152	0.94	0.005	0.094	-0.032
18856		0.168	-0.004	-0.069	-0.185	0.337
18857		-0.36	1.639	0.245	-0.18	-0.313
18858		-0.683	1.011	-0.019	-0.152	0.006
18859		-0.039	1.046	-0.354	-0.264	0.134
18860		0.334	0.274	0.11	0.063	-0.369
18861		0.063	0.47	-0.16	0.048	0.102
18862	VLDLR	-0.398	2.185	-0.023	-0.136	0.28
18863		0.063	1.204	0.092	-0.162	-0.209
18864		0.046	0.827	-0.406	-0.266	-0.075
18865		-0.035	0.496	-0.244	-0.191	-0.394
18866		-0.038	0.875	-0.567	-0.586	-0.254
18867		0.041	-0.144	-0.394	-0.29	-0.165
18868		-0.503	0.217	-0.313	-0.534	-0.147
18869		-0.1	-0.013	-0.058	-0.496	-0.144
18870		0.029	0.142	-1.153	-0.29	-0.29
18871		-0.109	-0.089	-0.073	-0.098	-0.138
18872		0.139	-0.01	-0.059	0.056	-0.078
18873	KIAA0252	0.34	0.04	0.236	0.394	-0.105
18874		-0.022	-0.125	-0.121	-0.237	-0.272
18875		0.237	0.274	-0.017	-0.008	-0.634
18876		-0.179	0.219	-0.254	-0.292	-0.684
18877		1.893		0.363	0.801	0.329
18878		1.409	-1.06	0.184	1.095	-0.585
18879		2.348	0.555	0.553	1.403	
18880		-0.722	0.832	0.905	1.683	2.408
18881		1.139	2.895	0.159	1.406	0.939
18882		0.516	1.094	1.737	1.216	0.469
18883		2.094	1.044	0.858	1.215	-0.199
18884		1.154	0.363	1.1	0.719	0.528
18885		0.672	1.476	1.1	0.842	0.385
18886		0.863	0.704	1.737	1.433	0.837
18887		0.948	1.41		1.868	0.479
18888		0.7	1.847	1.013	1.422	4.492
18889		-0.896		-1.28	-0.807	0.263
18890		0.07		-0.7		
18891			1.476	-3.644		
18892			0.525	-2.068		0.848
18893				-1.322	-1.322	
18894				-1.67		
18895		-0.086	2.11	-0.138	-0.678	
18896			-0.475		-0.354	-0.708
18897				2.379		
18898						
18899		0.219				
18900			3.318			
18901	RFC4	0.118	0.284	0.074	0.145	-0.51
18902	ARHG	0.283	0.305	0.381	0.18	0.197
18903	BRD2	0.434	0.366	1.001	0.423	0.408
18904	LMO2	-0.045	-0.449	-0.319	-0.81	0.015
18905	RBL2	0.147	-0.03	-0.45	0.173	-0.227
18906	RALA	0.32	0.318	0.356	0.446	0.085
18907	PF4	-0.282	-0.046	-0.021	-0.241	-0.121
18908	PLAUR	0.401	0.231	2.968	3.159	2.463
18909	SERPINE1	-0.311	0.442	0.771	0.281	0.351
18910	GPX4	0.277	0.282	0.115	0.099	0.027
18911	PLCB4	0.35	-0.339	0.458	1.388	1.368
18912	PIGF	0.405	0.118	0.128	0.302	-0.009
18913	ARNT2	0.279	0.045	0.131	0.18	0.125
18914	KIAA0303	0.224	-0.157	0.308	0.258	0.564
18915	KIAA0329	0.323	0.15	0.006	-0.052	0.376
18916	KIAA0280	0	-0.102	-0.008	0.002	-0.007
18917	KIAA0276	0.214	0.151	0.42	0.602	0.148
18918	BAP1	0.383	0.269	0.199	-0.285	0.232
18919	KANK	0.27	-0.08	-0.544	-0.127	0.013
18920	SART3	0.297	0.094	0.1	0.345	0.3
18921	GGA3	0.198	0.281	0.172	0.306	-0.112
18922	KIAA0146	0.158	-0.031	-0.038	-0.119	-0.233
18923	TLK1	0.352	0.344	0.12	0.413	0.167
18924	6-Sep	0.106	-0.212	-0.028	-0.045	-0.047
18925	CTNND2	0.161	-0.161	-0.311	0.066	-0.143
18926	COPA	0.691	0.542	0.212	0.445	0.821
18927	LYPLA1	0.012	0.434	0.202	0.36	-0.111
18928	C18orf1	0.211	0.212	-0.159	-0.367	0.278
18929	CCT2	0.085	0.05	0.192	0.135	-0.036
18930	CAMK2G	0.121	0.307	0.04	0.099	-0.098
18931	HOXB5	0.174	0.038	-0.198	-0.401	-0.259
18932	HLCS	0.178	0.133	0.063	-0.151	-0.316
18933	HPCA	0.079	0.346	0.347	0.518	0.891
18934	SSRP1	0.344	0.323	0.156	0.002	-0.144
18935	TNC	0.096	0.073	0.113	1.134	0.944
18936	HNRPA2B1	0.296	0.188	0.182	0.33	-0.133
18937	GTF2H1	0.159	0.102	0.04	0.174	-0.106
18938	BCL6	0.282	0.147	0.337	0.356	0.178
18939	AMFR	0.308	0.344	0.104	-0.007	0.17
18940	ASPA	0.227	-0.005	0.137	0.246	0.131
18941	ARG1	-0.028	-0.042	-0.614	0.129	0.064
18942	APOE	0.362	0.001	-0.193	0.024	-0.297
18943	ABR	0.144	0.115	0.329	0.246	0.334
18944	ALCAM	0.91	0.24	0.565	0.606	0.502
18945	ACTA1	0.01	-0.176	-0.116	-0.256	-0.194
18946	ACP5	0.117	-0.005	0.159	0.229	0.224
18947	ATP6V1C1	0.429	0.292	0.212	0.595	0.31
18948	ATP2A2	0.29	0.374	0.125	0.226	-0.212
18949	STX3A	0.103	-0.028	-0.479	-0.445	-0.607
18950	VAMP2	0.262	0.046	-0.105	-0.212	0.11
18951	SSI-1	0.129	-0.174	-0.055	-0.273	0.049
18952	NCOA1	-0.414	0.453	0.298	0.123	0.147
18953	SFRS9	0.454	0.397	0.284	0.221	-0.02
18954	ATP1B3	0.313	0.227	0.247	0.402	-0.1
18955	AOC3	-0.046	0.035	-0.116	-0.326	-0.342
18956	CDC20	0.25	0.537	-0.065	-0.351	-0.514
18957	OSTF1	0.327	0.213	0.265	0.483	0.223
18958	SP110	0.194	0.005	-0.051	-0.021	-0.483
18959	NFIB	-0.362	-0.262	-0.407	-0.607	-0.495
18960	AEBP1	-0.624	-0.499	-0.204	-0.339	-0.295
18961	MAPK14	0.151	0.054	-0.11	0.137	-0.069
18962	DDX11	0.194	0.059	-0.221	-0.483	-0.504
18963	PFDN4	0.098	0.207	0.198	0.397	-0.26
18964	ARPC2	0.258	0.175	0.263	0.462	0.033
18965	REA	0.457	0.663	0.453	0.165	0.029
18966	APRT	0.239	0.071	-0.014	-0.247	-0.533
18967		0.139	-0.017	0.022	0.152	-0.009
18968	EML1	0.087	0.069	-0.103	-0.057	-0.162
18969		0.107	0.139	-0.058	0.002	-0.088
18970	CSRP2	0.145	-0.021	0.098	0.344	-0.203
18971	CLK1	-0.078	-0.042	0.041	-0.158	-0.106
18972	TPO	0.105	0.145	0.051	0.019	-0.008
18973	CCT4	0.561	0.701	0.557	0.651	0.014
18974	IGLJ3	-0.034	0.201	-0.015	0.026	-0.095
18975	CLIC1	0.251	0.176	0.573	0.86	0.699
18976	SHMT2	-0.207	-0.075	0.063	0.196	0.03
18977	NAP1L3	-0.33	-0.075	-0.159	-0.116	-0.044
18978	DDX8	0.392	0.264	0.144	0.164	0.085
18979	TNFRSF10B	0.561	0.265	0.725	0.567	0.627
18980	PIG7	0.715	0.66	0.821	0.531	0.512
18981	PIG11	0.16	-0.04	0.111	0.542	0.844
18982	HTATIP2	0.42	0.229	0.11	0.179	0.338
18983	HK1	0.34	0.313	0.366	0.233	0.633
18984	RNPC1	0.382	0.341	0.448	-0.291	0.038
18985		-0.27	-0.128	-0.102	-0.326	-0.305
18986		-0.017	-0.309	-0.415	-0.576	0.01
18987	RFP	0.425	0.133	0.123	0.068	0.066
18988		0.126	0.064	-0.175	-0.102	-0.213
18989	WSB1	0.297	0.205	0.349	0.727	0.705
18990	DYRK3	0.182	-0.099	0.234	-0.075	-0.311
18991	TIF1	0.332	0.08	-0.279	0.934	0.438
18992	SEC22A	-0.01	0.034	0	0.58	-0.2
18993	SH3YL1	0.285	-0.249	-0.176	-0.113	-0.284
18994	KIAA0801	0.041	0.366	0.152	0.206	-0.64
18995	RAB2	0.254	0.181	0.119	0.153	0.025
18996	BRPF1	-0.316	-0.366	-0.255	-0.594	-0.388
18997	RAB4A	0.508	0.249	0.506	0.282	-0.121
18998		-0.2	-0.008	-0.418	-0.32	-0.117
18999	HCC-4	0.302	0.354	0.141	0.49	0.034
19000	TNKS1BP1	0.087	-0.041	0.395	0.609	0.558
19001	KIDINS220	0.393	0.163	0.317	0.309	0.355
19002	TNKS2	0.366	-0.026	0.733	0.847	0.787
19003	ZAP	0.15	0.179	0.135	0.135	-0.277
19004		0.266	0.036	0.231	0.225	0.031
19005	FBXL12	0.274	0.091	0.064	0.121	0.058
19006		0.758	0.253	-0.169	-0.169	0.343
19007		0.425	0.238	0.173	0.309	0.022
19008	PPP1R2	0.098	0.133	-0.153	-0.32	-1.128
19009	FLJ20281	0.19	0.106	0.318	0.358	0.087
19010		0.089	-0.311	-0.005	-0.051	0.204
19011		0.175	-0.266	-0.24	-0.124	-0.03
19012		-0.1	-0.245	-0.034	-0.32	-0.118
19013		-0.418	-0.186	-0.147	-0.807	-0.269
19014	GALNT2	0.218	-0.272	-0.138	-0.382	0.032
19015	DKFZP564L0862	0.376	-0.012	0.008	-0.204	0.042
19016		-0.316	-0.442	0.154	-0.322	-0.08
19017	SIRT5	0	-0.08	-0.163	-0.187	-0.004
19018		-0.236	-0.4	-0.179	-0.252	0.052
19019		-0.393	-0.741	-0.254	-0.542	-0.174
19020		-0.081	0.072	0.157	-0.354	-0.086
19021	FLJ14668	0.393	0.536	0.067	0.003	-0.219
19022	GAB1	0.006	-0.242	-0.404	0.31	-0.226
